Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Source_File
6.0,01/12/2015,Zapluk,"Health, Wellness & Beauty Services App",Hyderabad,,Seed Funding,,,2015,Dec_2015.csv
7.0,01/12/2015,Godof Hospitals,Digital Healthcare,New Delhi,Pankaj Gupta,Seed Funding,"2,000,000",,2015,Dec_2015.csv
8.0,02/12/2015,RoomsTonite,Last Minute Hotel Booking App,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna",Seed Funding,"1,500,000",,2015,Dec_2015.csv
9.0,02/12/2015,Kaaryah,Womens Fashion Wear Portal,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,,Pre-Series A,2015,Dec_2015.csv
10.0,03/12/2015,Anakage,Product Learning platform,Bangalore,CIO Angel Network (CAN),Seed Funding,,,2015,Dec_2015.csv
11.0,03/12/2015,EasyKhaana,Online Food ordering & Delivery platform,New Delhi,Undisclosed investors,Seed Funding,"100,000",,2015,Dec_2015.csv
12.0,03/12/2015,Shuttl,App based Bus Pooling Services,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,"20,000,000",Series B,2015,Dec_2015.csv
13.0,03/12/2015,Eckovation,Social Learning Platform,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,,,2015,Dec_2015.csv
14.0,03/12/2015,Fitcircle,Social Fitness platform,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,,Pre-Series A,2015,Dec_2015.csv
15.0,04/12/2015,Applop,On Demand Mobile app developer,Kolkata,GHV Accelerator,Seed Funding,"100,000",,2015,Dec_2015.csv
16.0,04/12/2015,CaRPM,Car Maintenance & Management mobile app,Gurgaon,GHV Accelerator,Seed Funding,"100,000",,2015,Dec_2015.csv
17.0,04/12/2015,NDTV Wedding portal,Online Wedding Marketplace,New Delhi,CerraCap,Private Equity,"20,000,000",Series A,2015,Dec_2015.csv
18.0,04/12/2015,Splitkart,Splitting Bills Mobile App,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,,,2015,Dec_2015.csv
19.0,07/12/2015,Zenatix,IOT Energy Management Analytics platform,Gurgaon,Blume Ventures,Private Equity,,Pre-Series A,2015,Dec_2015.csv
20.0,07/12/2015,Customfurnish,Custom Made furniture e-tailer,Hyderabad,Agnus Capital,Private Equity,"4,500,000",Series A,2015,Dec_2015.csv
21.0,07/12/2015,Faasos,QSR Chain,Pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,"30,000,000",Series C,2015,Dec_2015.csv
22.0,07/12/2015,Vlurn,eLearning platform,Mumbai,Vidyadhar Sarfare,Seed Funding,,,2015,Dec_2015.csv
23.0,07/12/2015,Leaf Wearables,Smart Safety Wearable Devices,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,"250,000",,2015,Dec_2015.csv
24.0,07/12/2015,Coolshare,Cab Sharing service Mobile app,Mumbai,Gopal Aggarwal,Seed Funding,"100,000",,2015,Dec_2015.csv
25.0,08/12/2015,mFicient,Cloud Enterprise Mobility Platform,New Delhi,Undisclosed investors,Seed Funding,,,2015,Dec_2015.csv
26.0,08/12/2015,HeyBiz,Online Shopping Assistant Mobile app,New Delhi,Shopclues,Seed Funding,,Strategic Funding,2015,Dec_2015.csv
27.0,08/12/2015,Yumist,Home Cooked Food Order & Delivery platform,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,"2,000,000",Series A,2015,Dec_2015.csv
28.0,09/12/2015,Jigsaw Academy,Online School for Analytics learning,Bangalore,Manipal Global Education Services,Private Equity,"3,000,000",Series A,2015,Dec_2015.csv
29.0,09/12/2015,JoeHukum,Chat based personal Assistant App,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,,,2015,Dec_2015.csv
30.0,09/12/2015,Voxweb,Picture creation & Social mobile app,Mumbai,Undisclosed Investor,Seed Funding,"350,000",,2015,Dec_2015.csv
31.0,09/12/2015,Aye Finance,Nonbanking finance company,New Delhi,"SAIF Partners, Accion",Private Equity,"3,000,000",Series B,2015,Dec_2015.csv
32.0,09/12/2015,JumboBasket,eCommerce returns etailer,Chandigarh,Chandigarh Angels Network,Seed Funding,,,2015,Dec_2015.csv
33.0,10/12/2015,BlackBuck,Online Freight Services Aggregator,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,"25,000,000",Series B,2015,Dec_2015.csv
34.0,10/12/2015,HomeStudio,Online Branded Furniture etailer,Bangalore,Bren Corporation,Private Equity,"5,000,000",Series A,2015,Dec_2015.csv
35.0,10/12/2015,PropheSee,Digital Analytics Platform,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"500,000",,2015,Dec_2015.csv
36.0,10/12/2015,i2e1,Internet Network Infrastructure Services,New Delhi,GrowX Ventures,Seed Funding,"500,000",,2015,Dec_2015.csv
37.0,10/12/2015,Holisol Logistics,Supply Chain & Logistics Solutions,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,"10,000,000",,2015,Dec_2015.csv
38.0,10/12/2015,Stay Simple Resorts,Holiday Resort Chain,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,,,2015,Dec_2015.csv
39.0,10/12/2015,Paynear,Mobile Point of Sale solutions,Hyderabad,Mitesh Majithia,Private Equity,"2,500,000",Pre-Series A,2015,Dec_2015.csv
40.0,10/12/2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,"7,000,0000",Series A,2015,Dec_2015.csv
41.0,11/12/2015,EureQa,Test Automation SAAS platform,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,"600,000",,2015,Dec_2015.csv
42.0,11/12/2015,LocalCircles,Citizens Engagement Platform,Noida,Anand Mahindra,Private Equity,,,2015,Dec_2015.csv
43.0,11/12/2015,GetFocus,Indoor Navigation & Analytics Solutions,Mumbai,Undisclosed investors,Seed Funding,,,2015,Dec_2015.csv
44.0,11/12/2015,UrbanClap,Hyperlocal On-Demand Household Services platform,Gurgaon,Ratan Tata,Private Equity,,,2015,Dec_2015.csv
45.0,11/12/2015,OnlineRTI,Online RTI application services,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,"150,000",,2015,Dec_2015.csv
46.0,11/12/2015,Powerstores,ECommerce Website Creation SAAS platform,Goa,Extreme Venture Partners  William Bissell,Seed Funding,,,2015,Dec_2015.csv
47.0,11/12/2015,Weddingz.in,Wedding Venues & Vendors Marketplace,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,"1,000,000",,2015,Dec_2015.csv
48.0,11/12/2015,Intelligent Interfaces,Interface development platform for Government officials,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,,Yet to Launch platform,2015,Dec_2015.csv
49.0,14/12/2015,Capricoast,Modular Furnishings Marketplace,Bangalore,"Accel Partners India, RB Investments",Private Equity,"3,500,000",Series A,2015,Dec_2015.csv
50.0,14/12/2015,JetSetGo,Private Jet Bookings Marketplace,Bangalore,Puneet Dalmia,Private Equity,,,2015,Dec_2015.csv
51.0,14/12/2015,Cabsguru,Cab search Comparison & Booking platform,New Delhi,Prashanth Ranganathan,Seed Funding,"200,000",,2015,Dec_2015.csv
52.0,14/12/2015,Whoop,Performance Optimization Platform for athletes,Boston,Infosys,Private Equity,"3,000,000",Series A,2015,Dec_2015.csv
53.0,15/12/2015,BookEventz,Event Venue Booking Platform,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,,,2015,Dec_2015.csv
54.0,15/12/2015,Deal Street Asia,Digital Media Platform,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,,,2015,Dec_2015.csv
55.0,15/12/2015,Streamoid,visual search and discovery platform,Bangalore / Palo Alto,Undisclosed,Seed Funding,"1,000,000",,2015,Dec_2015.csv
56.0,16/12/2015,Housejoy,Home services marketplace,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,"22,500,000",Series B,2015,Dec_2015.csv
57.0,16/12/2015,Bluebirch,End to End reverse logistics Solution platform,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,"2,000,000",,2015,Dec_2015.csv
58.0,16/12/2015,MeraDoctor,Virtual Health consultation app,Mumbai,Unilazer,Private Equity,"1,200,000",Pre-Series A,2015,Dec_2015.csv
59.0,16/12/2015,STAGE 3,Online Renting platform,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,,,2015,Dec_2015.csv
60.0,17/12/2015,Rivigo,Logistics Services Provider,Gurgaon,SAIF Partners and others,Private Equity,"30,000,000",Series B (includes Debt financing),2015,Dec_2015.csv
61.0,17/12/2015,Springboard,Data Science & UX design Learning platform,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,"1,700,000",,2015,Dec_2015.csv
62.0,17/12/2015,Eatfresh,Online marketplace for Chef Meals,Bangalore,Kalaari Capital,Private Equity,,,2015,Dec_2015.csv
63.0,18/12/2015,Ampere Vehicles,Electric Bike Manufacturers,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,"1,200,000",,2015,Dec_2015.csv
64.0,18/12/2015,Focus Digit,ECommerce platform solutions,New Delhi,Turning Ideas,Seed Funding,,,2015,Dec_2015.csv
65.0,18/12/2015,The News Minute,Online Media Publication,Bangalore,Quintillion Media,Seed Funding,,,2015,Dec_2015.csv
66.0,18/12/2015,CBREX,International Hiring Platform,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,"200,000",,2015,Dec_2015.csv
67.0,21/12/2015,TruckMandi,Logistics Service Provider Marketplace,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,"2,000,000",Pre-Series A,2015,Dec_2015.csv
68.0,21/12/2015,Peppertap,Hyperlocal  Grocery Delivery Service,Gurgaon,Innoven Capital,Private Equity,"4,000,000",part of $40M Series B round,2015,Dec_2015.csv
