Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Source_File
60.0,31/03/2015,Appsdaily,,,"Zodius Capital, Ru-Net, Kalaari Capital,  Qualcomm Ventures",Private Equity,"16,000,000",Series C,2015,Mar_2015.csv
,,,,,,,,,2015,Mar_2015.csv
1.0,01/05/2015,Foodpanda,Online Food Delivery,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,"100,000,000",Series D,2015,May_2015.csv
2.0,01/05/2015,Termsheet,Fund Raising Platform,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,"100,000",,2015,May_2015.csv
3.0,04/05/2015,Applicate,Workforce Management Software,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,"550,000",,2015,May_2015.csv
4.0,04/05/2015,World Art Community,Online Art Marketplace,Gurgaon,Viraj Tyagi & others,Seed Funding,"200,000",,2015,May_2015.csv
5.0,04/05/2015,SpoonJoy,Online Food Delivery,Bangalore,SAIF Partners,Seed Funding,"1,000,000",,2015,May_2015.csv
6.0,05/05/2015,Seed Schools,Affordable Education,Hyderabad,Acumen Fund,Seed Funding,"650,000",,2015,May_2015.csv
7.0,05/05/2015,Ignis Careers,Career Development,Hyderabad,Acumen Fund,Seed Funding,"250,000",,2015,May_2015.csv
8.0,05/05/2015,Square Yards,Real Estate Advisory,Gurgaon,Undisclosed Investors,Private Equity,"6,000,000",pre-Series A,2015,May_2015.csv
9.0,05/05/2015,Fintellix,Banking Analytics Platform,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,"15,000,000",Series C,2015,May_2015.csv
10.0,05/05/2015,Customer360,Customer Engagement Platform,Mumbai,Vishwas Patel,Seed Funding,,,2015,May_2015.csv
11.0,06/05/2015,Delhivery,Ecommerce Logistics,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,"85,000,000",Series D,2015,May_2015.csv
12.0,06/05/2015,Swiggy,Online Food Delivery,Bangalore,Norwest Venture Partners,Private Equity,"15,000,000",Series B,2015,May_2015.csv
13.0,07/05/2015,Uniphore,Speech Recognition Solutions,Chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,,Series A,2015,May_2015.csv
14.0,07/05/2015,Box8,Online Food Delivery,Mumbai,Mayfield Ventures,Private Equity,"3,500,000",Series A,2015,May_2015.csv
15.0,07/05/2015,Toppr,Online Education Platform,Mumbai,"Fidelity Growth Partners India, SAIF Partners,  Helion Ventures",Private Equity,"10,000,000",Series B,2015,May_2015.csv
16.0,07/05/2015,Vedantu,Online Education Platform,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,"5,000,000",Series A,2015,May_2015.csv
17.0,08/05/2015,BuyHatke,Online Product Comparison,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,"1,000,000",,2015,May_2015.csv
18.0,08/05/2015,KleverKid,Online Education Platform,New Delhi,Aarin Capital Partners,Seed Funding,,,2015,May_2015.csv
19.0,08/05/2015,Uniken,Online Security Platform,Pune,Exfinity Ventures,Private Equity,"2,000,000",Bridge Round Pre-Series B,2015,May_2015.csv
20.0,08/05/2015,GrandOpinion,Online Medical Diagnostic,New Delhi,Florida based Angel investor,Seed Funding,"150,000",,2015,May_2015.csv
21.0,08/05/2015,HealthifyMe,Health & Fitness App,Bangalore,Micromax Informatics,Private Equity,,Strategic Investment,2015,May_2015.csv
22.0,12/05/2015,ZapStitch,Cloud Data Integration Platform,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,"2,000,000",Pre-Series A,2015,May_2015.csv
23.0,12/05/2015,Wassup,Mobile Laundry Cleaning Service,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,"2,000,000",Pre-Series A,2015,May_2015.csv
24.0,12/05.2015,Mobiefit,Mobile Fitness App,Goa,Prototyze,Seed Funding,,,2015,May_2015.csv
25.0,12/05.2015,Plancess,Online Education Platform,Mumbai,"Rajendra Gogri,  Chandrakant Gogri",Seed Funding,"2,000,000",,2015,May_2015.csv
26.0,12/05/2015,WorkHorse,Service-On-Demand Mobile App,Mumbai,Undisclosed Investors,Seed Funding,,,2015,May_2015.csv
27.0,13/05/2015,Innovaccer,Intelligent Data Analytics,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,,,2015,May_2015.csv
28.0,13/05/2015,MyCuteOffice,Online Office Rental,Mumbai,Lead Angels,Seed Funding,,,2015,May_2015.csv
29.0,14/05/2015,IndianRoots.com,Lifestyle Ecommerce Portal,Gurgaon,KJS Group,Private Equity,"5,000,000",Series B,2015,May_2015.csv
30.0,14/05/2015,RedPolka,Online Fashion Aggregator,Mumbai,Undisclosed Investors,Seed Funding,"250,000",,2015,May_2015.csv
31.0,15/05/2015,Venturesity,Online Job skills Showcase,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,"270,000",,2015,May_2015.csv
32.0,18/05/2015,TheBetterIndia.com,Online News Media,Bangalore,Mohandas Pai,Seed Funding,,Pre-Series Bridge,2015,May_2015.csv
33.0,18/05/2015,Awaaz De,Enterprise Communication Platform,Ahmedabad,Samir Shah,Seed Funding,,,2015,May_2015.csv
34.0,19/05/2015,Chaayos,Offline Tea Chain,New Delhi,Tiger Global Management,Private Equity,"1,000,000",Series A,2015,May_2015.csv
35.0,19/05/2015,Akosha,Business Messaging App,New Delhi,Sequoia Capital,Private Equity,"16,000,000",Series B,2015,May_2015.csv
36.0,19/05/2015,Cooey,Health Mobile App,Bangalore,Subhash Goyal,Seed Funding,"470,000",,2015,May_2015.csv
37.0,19/05/2015,MeetUniv,Online Ed-Tech Platform,Noida,Peesh Venture Capital,Seed Funding,"1,000,000",,2015,May_2015.csv
38.0,19/05/2015,Inspirock,Online Travel Planning,,MakeMyTrip Innovation Fund,Private Equity,,,2015,May_2015.csv
39.0,19/05/2015,Crown-it,Hyperlocal Mobile Marketplace,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,"5,500,000",Series A,2015,May_2015.csv
40.0,19/05/2015,Trucksfirst,Trucking Logistic Operations,Gurgaon,SAIF partners,Private Equity,"10,000,000",Series A,2015,May_2015.csv
41.0,20/05/2015,Lookup,B2C Messaging App,Bangalore,Biz Stone,Private Equity,"3,000,000",Series A,2015,May_2015.csv
42.0,21/05/2015,SunTerrace,Rooftop Solar Plants,New Delhi,Sunergy Investors,Private Equity,,,2015,May_2015.csv
43.0,22/05/2015,Nudgespot,Customer Engagement Platform,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,"625,000",,2015,May_2015.csv
44.0,22/05/2015,CarDekho,Online Car Portal,Jaipur,HDFC Bank,Private Equity,,1% stake,2015,May_2015.csv
45.0,22/05/2015,EveningFlavors,Online Table Reservation,Bangalore,Sandiep Shrivatsava,Seed Funding,"500,000",,2015,May_2015.csv
46.0,25/05/2015,Razorpay,Online Payment Gateway,Bangalore,Punit Soni,Seed Funding,,,2015,May_2015.csv
47.0,25/05/2015,ZenParent,Parents focused Web Content,Bangalore,i2india Ventures,Seed Funding,"500,000",,2015,May_2015.csv
48.0,25/05/2015,Newgen Payments,Payments Solution Provider,New Delhi,Jan Manten,Seed Funding,,,2015,May_2015.csv
49.0,26/05/2015,UrbanPro,On-demand Service marketplace,Bangalore,Nirvana Venture Advisors,Private Equity,"2,000,000",Series A,2015,May_2015.csv
50.0,26/05/2015,Goodbox,On-Demand Business messaging,Bangalore,Manipal Group,Seed Funding,"200,000",,2015,May_2015.csv
51.0,26/05/2015,Renderlogy,Online Home Décor,Hyderabad,Astarc Ventures,Private Equity,"1,000,000",Series A,2015,May_2015.csv
52.0,27/05/2015,Postman,API Workflow platform,Bangalore,Nexus Venture Partners,Seed Funding,"1,000,000",Series A,2015,May_2015.csv
53.0,27/05/2015,Casa2inns,Affordable Hotel Booking Online,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,"5,000,000",Series A,2015,May_2015.csv
54.0,27/05/2015,FleetRover,Logistics Intelligence,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,"180,000",,2015,May_2015.csv
56.0,28/05/2015,TheKarrier,Last Mile Logistics,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,"240,000",,2015,May_2015.csv
57.0,28/05/2015,Zoomcar,Self-driven Car rental,Bangalore,Sequoia Capital,Private Equity,"5,000,000",Series B Interim Funding,2015,May_2015.csv
58.0,28/05/2015,Truweight,Weight Management Service,Hyderabad,Kalaari Capital,Private Equity,,Series A,2015,May_2015.csv
59.0,30/05/2015,Ather Energy,Electric Scooter Manufacturer,Bangalore,Tiger Global,Private Equity,"12,000,000",Series A,2015,May_2015.csv
60.0,,,,,,,,,2015,May_2015.csv
,,,,,,,,,2015,May_2015.csv
1.0,02/11/2015,Twigly,Online Food Ordering & Delivery platform,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,"200,000",,2015,Nov_2015.csv
2.0,02/11/2015,CityFlo,Bus Aggregation and rental mobile app,Mumbai,IDG Ventures,Seed Funding,"750,000",,2015,Nov_2015.csv
3.0,03/11/2015,Findyahan,hyperlocal online Services platform,Noida,Times Group Brand Capital,Private Equity,,Bridge funding,2015,Nov_2015.csv
4.0,03/11/2015,Sabse,WiFi – first Cloud communication platform,Mumbai,Ratan Tata,Private Equity,,,2015,Nov_2015.csv
5.0,03/11/2015,Pokkt,Alternate Mobile Monetization platform,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel’s Innov8, Jungle Ventures, K Ganesh",Private Equity,"5,000,000",Series B,2015,Nov_2015.csv
6.0,03/11/2015,boibanit,Online Food Ordering Marketplace,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,"150,000",,2015,Nov_2015.csv
7.0,03/11/2015,Stuffed,Quick Service Restaurant & Online Delivery,Mumbai,Riqueza Capital,Seed Funding,"385,000",Funding happened in Sept 2015,2015,Nov_2015.csv
8.0,03/11/2015,LoanBaba,Online Loans Marketplace,Mumbai,,Seed Funding,"320,000",,2015,Nov_2015.csv
9.0,03/11/2015,Deyor Rooms,Budget Hotels Aggregator,New Delhi,Dheeraj Jain & Others,Seed Funding,"500,000",,2015,Nov_2015.csv
10.0,03/11/2015,Bidgely,Efficient Energy Management platform,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,"16,600,000",Series B,2015,Nov_2015.csv
11.0,04/11/2015,Shirsa Labs,Digital Intelligent learning platform,Mumbai,ah! Ventures,Seed Funding,"250,000",,2015,Nov_2015.csv
12.0,04/11/2015,Paytunes,Voice Call incentivization mobile app,New Delhi,CIO Angel Network,Seed Funding,,,2015,Nov_2015.csv
13.0,04/11/2015,YourDOST,Online Counselling and psychological support platform,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,"400,000",,2015,Nov_2015.csv
14.0,05/11/2015,BookMyBai,Domestic Help Aggregation platform,Mumbai,Vineel Nalla & Others,Seed Funding,"150,000",,2015,Nov_2015.csv
15.0,05/11/2015,MyIndianStay,Home Stay & room rentals platform,Goa,Undisclosed investors,Seed Funding,"200,000",,2015,Nov_2015.csv
16.0,05/11/2015,Bobble,Selfie Mobile App,New Delhi,SAIF Partners & others,Private Equity,,Series A,2015,Nov_2015.csv
17.0,06/11/2015,RepUp,Online Reputation Management Platform,Gurgaon,Indian Angel Network,Seed Funding,,,2015,Nov_2015.csv
18.0,06/11/2015,Satvacart,Online Grocery platform,Gurgaon,Undisclosed HNIs,Private Equity,"1,800,000",Pre-Series A Bridge,2015,Nov_2015.csv
19.0,06/11/2015,POPxo.com,Online content platform for women,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,"2,000,000",Series A,2015,Nov_2015.csv
20.0,06/11/2015,SparesHub,Online Vehicle Spare Parts etailer,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,"460,000",Pre-Series A,2015,Nov_2015.csv
21.0,06/11/2015,Explara,Event Ticketing platform,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,"490,000",Pre-Series A,2015,Nov_2015.csv
22.0,06/11/2015,Soothe Healthcare,affordable Personal Healthcare Products,Noida,Saina Nehwal,Seed Funding,,2nd seed funding,2015,Nov_2015.csv
23.0,06/11/2015,Yuvi Hospitality,Premium dining Lounges & restaurants,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,"15,000,000",Series A,2015,Nov_2015.csv
24.0,09/11/2015,AppVirality,Mobile Growth HackingPlatform,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,  Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,"500,000",Pre-Series A,2015,Nov_2015.csv
25.0,09/11/2015,iStar Skill Development,Skill Training Startup,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,"1,500,000",Series A,2015,Nov_2015.csv
26.0,09/11/2015,BigStylist.com,Beauty and Wellness Marketplace,Mumbai,Info Edge,Private Equity,"1,000,000",Pre-Series A,2015,Nov_2015.csv
27.0,09/11/2015,Zilingo,Marketplace App for Bangkok,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,"1,900,000",Series A,2015,Nov_2015.csv
28.0,09/11/2015,Didi,On-demand Maids Service Provider,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,"150,000",,2015,Nov_2015.csv
29.0,09/11/2015,Skoov.com,eCommerce Product Search Engine,Mumbai,undisclosed investor,Seed Funding,"150,000",,2015,Nov_2015.csv
30.0,10/11/2015,Chefs Basket,Ready to cook packaged Foods,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,"6,000,000",Series A,2015,Nov_2015.csv
31.0,11/11/2015,Gingercrush,Product Customization Platform,Vadodara,TV Mohandas Pai’s family office,Seed Funding,,,2015,Nov_2015.csv
32.0,11/11/2015,Delight Foods,Branded Food products online sales,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,"600,000",Series A,2015,Nov_2015.csv
33.0,11/11/2015,6Degree,Talent platform for Fashion professionals,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,,,2015,Nov_2015.csv
34.0,11/11/2015,RenewBuy,Auto Insurance Online platform,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,"500,000",,2015,Nov_2015.csv
35.0,11/11/2015,Grab,Hyperlocal Logistics Service Provider,Mumbai,Sixth Sense Ventures,Seed Funding,,,2015,Nov_2015.csv
36.0,12/11/2015,Hitwicket,Cricket Management Mobile Game,Hyderabad,Chennai Angels,Seed Funding,"250,000",,2015,Nov_2015.csv
37.0,13/11/2015,Flashdoor,On Demand Laundry Service platform,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,,,2015,Nov_2015.csv
38.0,16/11/2015,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,Gurgaon,Kalaari Capital,Private Equity,"3,700,000",Series A,2015,Nov_2015.csv
39.0,16/11/2015,Absentia,Virtual Reality Headset creator,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,"180,000",,2015,Nov_2015.csv
40.0,16/11/2015,Renowala,Home Improvement Service platform,Hyderabad,Logtally,Seed Funding,,,2015,Nov_2015.csv
41.0,16/11/2015,TaskBucks,mobile-only tasks marketplace,New Delhi,Times Internet,Private Equity,"15,000,000",Strategic Investment,2015,Nov_2015.csv
42.0,17/11/2015,CraftsVilla,Women Ethnic Wear  Online Marketplace,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,"34,000,000",Series C,2015,Nov_2015.csv
43.0,17/11/2015,Julia Computing,Numerical Computing & Data Science Platform,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,"600,000",,2015,Nov_2015.csv
44.0,17/11/2015,StyleTag,Designer fashion Jewellery Marketplace,Bangalore,Jitu Virwani,Seed Funding,"7,500,000",,2015,Nov_2015.csv
45.0,17/11/2015,Smytten,Online Products Discovery Platform,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,"200,000",,2015,Nov_2015.csv
46.0,17/11/2015,BiBox,Kids Tool kit for Innovation platform,Bangalore,Ravi Krishnamurthy,Seed Funding,"530,000",,2015,Nov_2015.csv
47.0,17/11/2015,Convegenius,Mobile Learning Solutions,Noida / Singapore,Enablers platform,Seed Funding,"300,000",,2015,Nov_2015.csv
48.0,18/11/2015,Ola,Car Aggregator & Retail Mobile App,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,"500,000,000",Series F (More Details Here),2015,Nov_2015.csv
49.0,18/11/2015,Goodbox,conversational commerce mobile app,Bangalore,Nexus Venture Partners,Private Equity,"2,500,000",Series A,2015,Nov_2015.csv
50.0,18/11/2015,ScoopWhoop,Viral Content web Platform,New Delhi,Kalaari Capital,Private Equity,"4,000,000",Series A,2015,Nov_2015.csv
51.0,18/11/2015,Hipship,Express local delivery platform,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,,,2015,Nov_2015.csv
52.0,18/11/2015,Pickrr,On-Demand Local Logistics provider,New Delhi,Palaash Ventures,Seed Funding,,,2015,Nov_2015.csv
53.0,18/11/2015,Truelancer,Curated Freelancer Marketplace,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,,,2015,Nov_2015.csv
54.0,19/11/2015,AHA Taxis,Online Taxi Rental Platform,Noida,ah! Ventures,Seed Funding,,,2015,Nov_2015.csv
55.0,19/11/2015,UrbanClap,Mobile Services Marketplace,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,"25,000,000",Series B,2015,Nov_2015.csv
56.0,19/11/2015,SenseGiz,Smartwatch Maker,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,"500,000",,2015,Nov_2015.csv
57.0,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,  Ganapathy Venugopal.",Seed Funding,,,2015,Nov_2015.csv
58.0,19/11/2015,Fourseven,Online Jewellery etailer,New Delhi,Indian Angel Network,Seed Funding,"455,000",,2015,Nov_2015.csv
59.0,20/11/2015,MindTickle,Sales & Productivity Software,Pune / US,New Enterprise Associates,Private Equity,"12,500,000",Series A,2015,Nov_2015.csv
60.0,20/11/2015,Shopsense,ecommerce related software product platform,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,,Pre-Series A,2015,Nov_2015.csv
61.0,20/11/2015,Medinfi,Health-Tech platform,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,"305,000",,2015,Nov_2015.csv
62.0,20/11/2015,OUWT,Nightlife Discovery Mobile App,Mumbai,Undisclosed investors,Seed Funding,"150,000",,2015,Nov_2015.csv
63.0,20/11/2015,HeyPillow,Online Real Estate Marketplace,Bangalore,Hampton Capital,Private Equity,"3,000,000",Series A,2015,Nov_2015.csv
64.0,21/11/2015,Healers At Home,"Home Healthcare Services platform,",New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,,,2015,Nov_2015.csv
65.0,21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,"1,200,000",Series A,2015,Nov_2015.csv
66.0,21/11/2015,Talkoot,Social platform for traders and investors,Bangalore,Undisclosed investors,Seed Funding,"100,000",,2015,Nov_2015.csv
67.0,23/11/2015,RentoMojo,"Online Furniture, Home Appliances Rental Platform",Bangalore,"IDG Ventures India,  Accel Partners India",Private Equity,"2,000,000",Series A,2015,Nov_2015.csv
68.0,23/11/2015,Medikoe,Healthcare Services Discovery platform,Bangalore,Anil Menon,Seed Funding,"100,000",,2015,Nov_2015.csv
69.0,24/11/2015,Stylofie,Health and Beauty Services Marketplace,Gurgaon,Swastika,Seed Funding,"250,000",,2015,Nov_2015.csv
70.0,24/11/2015,ServX,Automotive Services platform,New Delhi,Manish Gupta,Seed Funding,,,2015,Nov_2015.csv
71.0,24/11/2015,Naaptol,Online and TV Shopping Marketplace,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,"52,000,000",Late Stage,2015,Nov_2015.csv
72.0,24/11/2015,Crayon Data,Big Data Analytics Platform,Chennai/ Singapore,Ratan Tata,Private Equity,,,2015,Nov_2015.csv
73.0,25/11/2015,EarlySalary.com,Mobile App based Loan disbursement platform,Mumbai,Ashok Agarwal,Seed Funding,"1,500,000",,2015,Nov_2015.csv
74.0,25/11/2015,Tooler,On Demand Laundry Services App,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,"110,000",,2015,Nov_2015.csv
75.0,25/11/2015,S Chand,Education Content Provider,New Delhi,IFC Everstone Group,Private Equity,"27,000,000",,2015,Nov_2015.csv
76.0,26/11/2015,Stelae,Content Management Software Solutions,Chennai,Earlsfield Capital,Private Equity,,Pre-Series A,2015,Nov_2015.csv
77.0,26/11/2015,GoQii,Fitness Tracking Management Solutions,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,"13,400,000",Series B,2015,Nov_2015.csv
78.0,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,"120,000,000",Late Stage,2015,Nov_2015.csv
79.0,26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,"1,000,000",Pre-Series A,2015,Nov_2015.csv
80.0,26/11/2015,KountMoney,Online Lending Marketplace,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,,,2015,Nov_2015.csv
81.0,27/11/2015,StayGlad,On Demand Beauty Services Platform,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,,Series A,2015,Nov_2015.csv
82.0,27/11/2015,JustRide,Self Driven Rental Car Platform,Mumbai,,Private Equity,"2,000,000",Pre-Series A bridge round,2015,Nov_2015.csv
83.0,27/11/2015,Fastudent,Education Content etailer,Noida,Ashish Gupta,Seed Funding,,,2015,Nov_2015.csv
84.0,27/11/2015,LearnOn,Clud based Learning platform,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,,,2015,Nov_2015.csv
85.0,27/11/2015,Talentrack,Talent Exchange & Talent Services Marketplace,New Delhi,Unigrowth Inc,Seed Funding,,,2015,Nov_2015.csv
86.0,28/11/2015,M-TAXI,Two-Wheeler Taxi Service,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,,,2015,Nov_2015.csv
87.0,30/11/2015,Baxi,Two-Wheeler Taxi Service,Gurgaon,"Manish Kheterpal, Alok Mittal,  Puneet Dalmia,",Seed Funding,"1,450,000",,2015,Nov_2015.csv
88.0,30/11/2015,Superhero Brands,character merchandize sales platform,Mumbai,DSG Consumer Partners,Seed Funding,"540,000",,2015,Nov_2015.csv
89.0,30/11/2015,MoMagic,Mobile Application Developer,New Delhi,FIH Mobile Ltd,Private Equity,,Strategic Investment,2015,Nov_2015.csv
90.0,30/11/2015,QikPod,Ecommerce Delivery locker services,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,"9,000,000",Series A,2015,Nov_2015.csv
91.0,30/11/2015,Butterfly Interactive,extra curricular activities marketplace app,New Delhi,Undisclosed investors,Seed Funding,,,2015,Nov_2015.csv
92.0,30/11/2015,Bro4U,Hyperlocal Online Home services provider,Bangalore,Sargod Ventures,Seed Funding,,,2015,Nov_2015.csv
93.0,,,,,,,,,2015,Nov_2015.csv
1.0,01/10/2015,Indifi,Easy Business Loans platform,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,,,2015,Oct_2015.csv
2.0,01/10/2015,Wydr,Performance based Wholesale Marketplace,New Delhi,Sandeep Aggarwal,Seed Funding,,,2015,Oct_2015.csv
3.0,01/10/2015,EasyFix,Professional Services Marketplace,Gurgaon,Axilor Ventures,Seed Funding,,,2015,Oct_2015.csv
4.0,01/10/2015,Muvizz,Movie-on-demand platform,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,"350,000",,2015,Oct_2015.csv
5.0,01/10/2015,Abhibus,bus ticketing and fleet management platform,Hyderabad,Paytm (One97 communications),Private Equity,,Strategic Investment,2015,Oct_2015.csv
6.0,01/10/2015,Cleartax,Online Income Tax Filing platform,New Delhi,Paytm (One97 communications),Private Equity,,,2015,Oct_2015.csv
7.0,02/10/2015,Shopalyst,Product discovery & recommendation platform,Bangalore,Kalaari Capital,Private Equity,"2,000,000",Series A,2015,Oct_2015.csv
8.0,03/10/2015,Chillr,Mobile Payments App,Mumbai,Sequoia Capital,Private Equity,"6,000,000",Series A,2015,Oct_2015.csv
9.0,05/10/2015,Nykaa,Beauty & Wellness Products e-tailer,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,"9,500,000",Series B,2015,Oct_2015.csv
10.0,05/10/2015,Voylla,Fashion jewelry and accessories e-tailer,Jaipur,Peepul Capital,Private Equity,"15,000,000",Series B,2015,Oct_2015.csv
11.0,05/10/2015,IndiaLends,Online Consumer Lending platform,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,"1,000,000",Pre-Series A Bridge round,2015,Oct_2015.csv
12.0,05/10/2015,Rock N Shop,Premium Apparel shopping portal,New Delhi,High Networth Individuals (undisclosed),Seed Funding,"150,000",,2015,Oct_2015.csv
13.0,06/10/2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,"700,000",,2015,Oct_2015.csv
14.0,06/10/2015,WorkIndia,Job Board,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,"500,000",Pre-Series A,2015,Oct_2015.csv
15.0,06/10/2015,SportzVillage,Sports Management & Physical Education Business,Bangalore,Gaja Capital Private Equity Fund,Private Equity,"10,000,000",Series B,2015,Oct_2015.csv
16.0,06/10/2015,SportyBeans,multi-sport program for preschoolers,Pune,YouWeCan Ventures,Seed Funding,,,2015,Oct_2015.csv
17.0,06/10/2015,Burger Singh,QSR & Online delivery portal,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,"500,000",Bridge Round,2015,Oct_2015.csv
18.0,06/10/2015,Welcome Cure,Online Homeopathy Clinic,Mumbai,Unnamed Media house and HNIs,Private Equity,"6,000,000",Pre-Series A,2015,Oct_2015.csv
19.0,07/10/2015,SchoolGuru,E-Learning Service Provider,Mumbai,High Networth Individuals from India & USA,Private Equity,"3,000,000",Series A,2015,Oct_2015.csv
20.0,07/10/2015,Naturally Yours,Organic Food etailer,Mumbai,Sanjay Mehta,Seed Funding,,,2015,Oct_2015.csv
32.0,07/10/2015,GoJavas,Delivery & Logistics Service provider,Gurgaon,Snapdeal,Private Equity,"20,000,000",Strategic Funding (Series C),2015,Oct_2015.csv
