startup_name,city,industry,sub_vertical,investors,investment_type,amount_usd,amount_flag_check_currency,funding_date,founding_date,founders,country,region_group,year_folder,source_file
Notion Press,Chennai,Consumer Internet,Self-Publishing books platform,Undisclosed HNI investors,Private Equity,1000000.0,False,2016-08-29,,,India,South Asia,2016,Aug_2016.csv
LoanTap,Mumbai,Consumer Internet,Lending platform for Salaried professionals,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000.0,False,2016-08-29,,,India,South Asia,2016,Aug_2016.csv
Runnr,Bangalore,Consumer Internet,hyperlocal Logistics services provider,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000.0,False,2016-08-29,,,India,South Asia,2016,Aug_2016.csv
Zolo,Noida,Consumer Internet,on-demand online talent marketplace,Hitouch AG,Private Equity,,False,2016-08-29,,,India,South Asia,2016,Aug_2016.csv
LivSpace,Bangalore,Consumer Internet,Online portal for Home Design,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000.0,False,2016-08-29,,,India,South Asia,2016,Aug_2016.csv
iAugmentor Labs,Gurgaon,Technology,Assessment & Learning Platform,Rajasthan Angel Investor Network & Others,Seed Funding,149000.0,False,2016-08-30,,,India,South Asia,2016,Aug_2016.csv
Paytm,Bangalore,eCommerce,Mobile Wallet & ECommerce platform,MediaTek Inc.,Private Equity,60000000.0,False,2016-08-30,,,India,South Asia,2016,Aug_2016.csv
CropIn,Bangalore,Technology,Agriculture Technology Solutions,Sophia Investment ApS,Private Equity,2000000.0,False,2016-08-30,,,India,South Asia,2016,Aug_2016.csv
Canvera,Bangalore,Consumer Internet,Photographer Discovery & Information platform,Info Edge (India) Ltd,Private Equity,3000000.0,False,2016-08-30,,,India,South Asia,2016,Aug_2016.csv
Prime Focus Technologies,Mumbai,Technology,Hybrid Cloud technology enabled Media ERP platform,Ambit Pragma,Private Equity,,False,2016-08-30,,,India,South Asia,2016,Aug_2016.csv
DayBox,New Delhi,Consumer Internet,Fruit & Vegetable Delivery platform,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,104000.0,False,2016-08-30,,,India,South Asia,2016,Aug_2016.csv
Flyrobe,Mumbai,eCommerce,Online fashion rental platform,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000.0,False,2016-08-31,,,India,South Asia,2016,Aug_2016.csv
Inclov,Mumbai,Consumer Internet,Matchmaking App for Disabled,"Sarbvir Singh, Raghav Bahl",Seed Funding,,False,2016-08-31,,,India,South Asia,2016,Aug_2016.csv
Lucideus,New Delhi,Technology,IT Risk Assessment and Digital Security Services provider.,Amit Choudhary,Seed Funding,,False,2016-09-01,,,India,South Asia,2016,Sep_2016.csv
Renowala,Hyderabad,eCommerce,Home Improvement Marketplace,Pradeep Dhobale,Seed Funding,,False,2016-09-01,,,India,South Asia,2016,Sep_2016.csv
Mihup,Kolkata,Technology,Personal Digital Assistant,Accel Partners,Private Equity,6700000.0,False,2016-09-01,,,India,South Asia,2016,Sep_2016.csv
Mad Street Den,Chennai,Technology,Artificial Intelligence platform,"Sequoia India, Exfinity Ventures, growX ventures,",Private Equity,,False,2016-09-01,,,India,South Asia,2016,Sep_2016.csv
Trackbizz,Kochi,Technology,Field Force Automation System,Grasshoppers,Private Equity,,False,2016-09-04,,,India,South Asia,2016,Sep_2016.csv
Stalk Buy Love,New Delhi,eCommerce,Fashion Apparel eTailer,William Bissel,Seed Funding,,False,2016-09-05,,,India,South Asia,2016,Sep_2016.csv
Social Quotient,Mumbai,Technology,Platform for Social Causes,"Anita Dongre, Yash Dongre, Milind Sarwate",Seed Funding,,False,2016-09-05,,,India,South Asia,2016,Sep_2016.csv
CheersOye!,Mumbai,Consumer Internet,Online Gift Vouchers platform,Undisclosed Investors,Seed Funding,500000.0,False,2016-09-06,,,India,South Asia,2016,Sep_2016.csv
eShakti,Chennai,eCommerce,Women’s Fashion Apparel eTailer,"Infina Finance Pvt. Ltd, Uday Kotak",Private Equity,1350000.0,False,2016-09-06,,,India,South Asia,2016,Sep_2016.csv
Lenskart,New Delhi,eCommerce,Online Eyewear eTailer,PremjiInvest,Private Equity,,False,2016-09-06,,,India,South Asia,2016,Sep_2016.csv
BigStylist,Mumbai,Consumer Internet,Hyperlocal doorstep Beauty Services provider,Info Edge (India) Ltd,Private Equity,900000.0,False,2016-09-06,,,India,South Asia,2016,Sep_2016.csv
Zilingo,Bangalore/ Bangkok,eCommerce,Online Fashion Retailer,"Venturra Capital, Sequoia India, Susquehanna International Group.  Wavemaker Partners, Beenext, Beenos, Digital Garage",Private Equity,8000000.0,False,2016-09-07,,,India,South Asia,2016,Sep_2016.csv
Alternacare,New Delhi,Consumer Internet,Online Doctor Consulting platform,Eros Labs,Seed Funding,500000.0,False,2016-09-07,,,India,South Asia,2016,Sep_2016.csv
Simplilearn,Bangalore,Education,Online Certification programs,InnoVen Capital India,Private Equity,6000000.0,False,2016-09-07,,,India,South Asia,2016,Sep_2016.csv
Prozo,Gurgaon,eCommerce,Study Material Marketplace,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,315000.0,False,2016-09-07,,,India,South Asia,2016,Sep_2016.csv
TopRankers,Bangalore,Education,Online Test Preparation platform,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,670000.0,False,2016-09-08,,,India,South Asia,2016,Sep_2016.csv
BuildTraders,Bangalore,eCommerce,Online Construction Materials Marketplace,Idein Ventures,Seed Funding,200000.0,False,2016-09-08,,,India,South Asia,2016,Sep_2016.csv
NoBroker,Bangalore,Consumer Internet,Online Home Rental platform,Anand Chandrasekaran,Seed Funding,,False,2016-09-09,,,India,South Asia,2016,Sep_2016.csv
Byju’s,Bangalore,Education,Online Learning App,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,50000000.0,False,2016-09-09,,,India,South Asia,2016,Sep_2016.csv
Freshboxx,Hubli,eCommerce,Fruits & vegetable eTailer,Ravi Linganuri,Seed Funding,,False,2016-09-10,,,India,South Asia,2016,Sep_2016.csv
CureInstant,New Delhi,Consumer Internet,Social Health Networking Platform,Dr. Rameshwar Kumar,Seed Funding,150000.0,False,2016-09-10,,,India,South Asia,2016,Sep_2016.csv
Poshtic,Noida,Consumer Internet,Online health & Wellness platform,"havya Sharma, Amit Nagar",Seed Funding,450000.0,False,2016-09-10,,,India,South Asia,2016,Sep_2016.csv
KarmaCircles,New Delhi,Consumer Internet,Peer-to-peer Social Learning platform,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,,False,2016-09-10,,,India,South Asia,2016,Sep_2016.csv
Purple Style Labs,Mumbai,Consumer Internet,Personal Styling Online platform,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,448000.0,False,2016-09-12,,,India,South Asia,2016,Sep_2016.csv
Glam Studios,Noida,Consumer Internet,Beauty Salon Aggregator,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,300000.0,False,2016-09-12,,,India,South Asia,2016,Sep_2016.csv
Nykaa,Mumbai,eCommerce,Online Beauty products eTailer,"Sunil Munjal, Mariwala family",Private Equity,12300000.0,False,2016-09-12,,,India,South Asia,2016,Sep_2016.csv
Inuxu,Pune,Technology,Online Advertising Solutions,Fork Media,Private Equity,3000000.0,False,2016-09-12,,,India,South Asia,2016,Sep_2016.csv
ShoeKonnect,Agra,eCommerce,Footwear & Leather B2B App,Indian Angels Network,Seed Funding,,False,2016-09-13,,,India,South Asia,2016,Sep_2016.csv
IdeaChakki,Delhi,Consumer Internet,Restaurant Menu & Food mobile app,Ratan Tata,Seed Funding,,False,2016-09-13,,,India,South Asia,2016,Sep_2016.csv
Findow,Bangalore,Consumer Internet,Fashion Discovery Mobile app,Raj Singh Bhandal,Seed Funding,,False,2016-09-13,,,India,South Asia,2016,Sep_2016.csv
NearBuy,Gurgaon,Consumer Internet,Online Deals & Discount platform,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000.0,False,2016-09-13,,,India,South Asia,2016,Sep_2016.csv
ZeroInfy,Kolkata,Consumer Internet,Online Video Lectures platform,Calcutta Angels Network,Seed Funding,,False,2016-09-14,,,India,South Asia,2016,Sep_2016.csv
Flocareer,Bangalore,Consumer Internet,Jobs & Skill Validation platform,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,150000.0,False,2016-09-14,,,India,South Asia,2016,Sep_2016.csv
LensPick,Bangalore,eCommerce,eyewear eTailer,Scadea Solutions Inc,Private Equity,,False,2016-09-14,,,India,South Asia,2016,Sep_2016.csv
Furlenco,Bangalore,eCommerce,Online furniture rental startup,Lightbox Ventures and others,Private Equity,5000000.0,False,2016-09-15,,,India,South Asia,2016,Sep_2016.csv
Infeedo,Gurgaon,Consumer Internet,Employee engagement platform,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,  Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,200000.0,False,2016-09-15,,,India,South Asia,2016,Sep_2016.csv
GoPigeon,Bangalore,Consumer Internet,on-demand logistics service provider,Nexus Venture Partners,Private Equity,1500000.0,False,2016-09-15,,,India,South Asia,2016,Sep_2016.csv
NewsDistill,Hyderabad,Consumer Internet,City based News Aggregator App,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,100000.0,False,2016-09-16,,,India,South Asia,2016,Sep_2016.csv
DoctorInsta,Gurgaon,Consumer Internet,Online Doctor Consultations,RoundGlass Partners,Private Equity,1000000.0,False,2016-09-16,,,India,South Asia,2016,Sep_2016.csv
Milofy,Bangalore,Consumer Internet,Couple Socialization App,Accel Partners,Seed Funding,750000.0,False,2016-09-19,,,India,South Asia,2016,Sep_2016.csv
Swiggy,Bangalore,Consumer Internet,Online Food Ordering & Delivery,Bessemer Venture Partners,Private Equity,15000000.0,False,2016-09-19,,,India,South Asia,2016,Sep_2016.csv
Liqvid,New Delhi,Technology,Integrated eLearning content solutions,Gray Matters Capital,Private Equity,,False,2016-09-19,,,India,South Asia,2016,Sep_2016.csv
Codemojo,Bangalore,Consumer Internet,Customer Engagement Platform,CIO Angel Network,Seed Funding,,False,2016-09-20,,,India,South Asia,2016,Sep_2016.csv
JustLikeNew,Hyderabad,eCommerce,Online gadget Repair Services Marketplace,LetsVenture,Seed Funding,500000.0,False,2016-09-20,,,India,South Asia,2016,Sep_2016.csv
JoeHukum,New Delhi,Technology,Enterprise customer engagement solutions,Sumit Jain,Seed Funding,,False,2016-09-20,,,India,South Asia,2016,Sep_2016.csv
Co Life,Bangalore,Consumer Internet,shared living and working spaces platform,Undisclosed Investors,Seed Funding,1000000.0,False,2016-09-21,,,India,South Asia,2016,Sep_2016.csv
PurpleDocs,Vadodara,Consumer Internet,Electronic Health care records platform,"KellyGamma, Lead Angels & Others",Seed Funding,,False,2016-09-21,,,India,South Asia,2016,Sep_2016.csv
Pepperfry,Mumbai,eCommerce,Furniture eTailer,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000.0,False,2016-09-21,,,India,South Asia,2016,Sep_2016.csv
eQuickies,Ahmedabad,eCommerce,Online Book etailer,Lothal Angel Ventures,Seed Funding,298000.0,False,2016-09-21,,,India,South Asia,2016,Sep_2016.csv
Khel Now,New Delhi,Consumer Internet,Mobile-based social networking platform,Anglian Omega Network,Seed Funding,350000.0,False,2016-09-21,,,India,South Asia,2016,Sep_2016.csv
PharmaRack,Pune,Technology,SAAS application for Pharma Industry,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,745000.0,False,2016-09-22,,,India,South Asia,2016,Sep_2016.csv
Gadgetwood,New Delhi,Consumer Internet,On-Demand Gadget repair services platform,Carpediem Capital,Private Equity,6000000.0,False,2016-09-22,,,India,South Asia,2016,Sep_2016.csv
DailyRounds,Bangalore,Consumer Internet,Mobile App for Doctors,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,,False,2016-09-22,,,India,South Asia,2016,Sep_2016.csv
Flixy Games,Bangalore,Technology,Mobile Game Publisher for Indian audience,Rebright Partners,Seed Funding,425000.0,False,2016-09-22,,,India,South Asia,2016,Sep_2016.csv
HashTaag,Bangalore,Technology,Mobile App Development company,Undisclosed investors,Seed Funding,1000000.0,False,2016-09-22,,,India,South Asia,2016,Sep_2016.csv
CloudCherry,Chennai,Technology,CRM SAAS Platform,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,6000000.0,False,2016-09-23,,,India,South Asia,2016,Sep_2016.csv
Parentlane,Bangalore,Consumer Internet,Social Platform for babycare and parenting,Rohit MA,Seed Funding,,False,2016-09-23,,,India,South Asia,2016,Sep_2016.csv
First Moms Club,Mumbai,Consumer Internet,Social Network for Mothers,Idea Wave Labs,Seed Funding,,False,2016-09-23,,,India,South Asia,2016,Sep_2016.csv
inMotion,Noida,Technology,Financial platform for daily wage earning communities,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Funding,,False,2016-09-23,,,India,South Asia,2016,Sep_2016.csv
Let’s Barter,New Delhi,Consumer Internet,Goods & Services Barter Platform,Scale Ventures Funds,Seed Funding,,False,2016-09-26,,,India,South Asia,2016,Sep_2016.csv
EvenGini,Chennai,Consumer Internet,Event Registration and Ticketing platform,Procam International Pvt. Ltd,Private Equity,,False,2016-09-26,,,India,South Asia,2016,Sep_2016.csv
TinyStep,Bangalore,Consumer Internet,Parenting Network Platform,Flipkart Logistics Pvt. Ltd,Private Equity,1580000.0,False,2016-09-27,,,India,South Asia,2016,Sep_2016.csv
Canvs,Mumbai,Consumer Internet,Community Platform for Artists and Designers,Pratik Seal,Seed Funding,,False,2016-09-27,,,India,South Asia,2016,Sep_2016.csv
Beardo,Ahmedabad,eCommerce,Mens Grooming products etailer,Venture Catalysts,Seed Funding,500000.0,False,2016-09-28,,,India,South Asia,2016,Sep_2016.csv
Instacar,Indore,Consumer Internet,Out-Station Taxi Rental Platform,Swastika Co Ltd.,Seed Funding,1000000.0,False,2016-09-28,,,India,South Asia,2016,Sep_2016.csv
Celes Care,Hyderabad,Consumer Internet,Virtual Health Clinic for Women,Endiya Partners,Seed Funding,1000000.0,False,2016-09-28,,,India,South Asia,2016,Sep_2016.csv
Druva,Pune,Technology,Cloud Based Data Protection Solution,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,51000000.0,False,2016-09-28,,,India,South Asia,2016,Sep_2016.csv
Promon,New Delhi,eCommerce,Local Commerce Platform,Now Capital,Seed Funding,180000.0,False,2016-09-29,,,India,South Asia,2016,Sep_2016.csv
Fastudent,Noida,eCommerce,Education eCommerce platform,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Funding,,False,2016-09-29,,,India,South Asia,2016,Sep_2016.csv
Unocoin,Bangalore,Consumer Internet,Bitcoin Wallet,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,1500000.0,False,2016-09-29,,,India,South Asia,2016,Sep_2016.csv
Demyto,Pune,Consumer Internet,Vehicle maintenance Services platform,Deepak Nathani,Seed Funding,,False,2016-09-30,,,India,South Asia,2016,Sep_2016.csv
Zeta,Mumbai,Technology,Enterprise Cloud Solutions,Bhavin Turakhia,Private Equity,19000000.0,False,2016-09-30,,,India,South Asia,2016,Sep_2016.csv
Kalaage,Jaipur,Consumer Internet,Social Networking Platform for Writers,Rajasthan Angel Innovators Network,Seed Funding,,False,2016-09-30,,,India,South Asia,2016,Sep_2016.csv
HelpChat,Bangalore,Consumer Internet,AI Powered Content & Commerce platform,"American Express Ventures, Sequoia Capital",Private Equity,,False,2016-10-03,,,India,South Asia,2016,Oct_2016.csv
Uniphore,Chennai,Technology,Speech Recognition Solutions,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",Private Equity,2000000.0,False,2016-10-03,,,India,South Asia,2016,Oct_2016.csv
World Art Community,Gurgaon,eCommerce,Art & Craft Marketplace,Viraj Tyagi & Others,Seed Funding,200000.0,False,2016-10-03,,,India,South Asia,2016,Oct_2016.csv
MeraKisan,Bangalore,eCommerce,Fruit & vegetable eTailer,Mahindra Univeg,Seed Funding,,False,2016-10-03,,,India,South Asia,2016,Oct_2016.csv
Mystifly,Bangalore,Consumer Internet,Airline Ticket Aggregator,Recruit Holdings,Private Equity,5000000.0,False,2016-10-03,,,India,South Asia,2016,Oct_2016.csv
Moglix,Noida,eCommerce,Industrial & Home products marketplace,"Accel Partners, Jungle Ventures, SeedPlus",Private Equity,4200000.0,False,2016-10-04,,,India,South Asia,2016,Oct_2016.csv
India Gifts Portal,Noida,eCommerce,Online Gifting platform,"Naveen Arya, Tarun Joshi",Private Equity,2000000.0,False,2016-10-04,,,India,South Asia,2016,Oct_2016.csv
GOQii,Mumbai,Consumer Internet,Health & Fitness Wearable Device,Ratan Tata,Private Equity,,False,2016-10-04,,,India,South Asia,2016,Oct_2016.csv
Bharat Bazaar,Mumbai,eCommerce,Online B2B Marketplace,"BeeNext, TV Mohandas Pai, Kunal Shah, Sandeep Tandon",Seed Funding,,False,2016-10-04,,,India,South Asia,2016,Oct_2016.csv
Giftxoxo,Bangalore,eCommerce,Online Gifting platform,Mahindra Holidays & Resorts India Ltd,Private Equity,450000.0,False,2016-10-04,,,India,South Asia,2016,Oct_2016.csv
Scandid,Pune,Consumer Internet,Product Shopping Comparison App,3One4 Capital,Private Equity,,False,2016-10-04,,,India,South Asia,2016,Oct_2016.csv
Remitr,Mumbai,Consumer Internet,Foreign Currency Payments Platform,"Vijay Shekhar Sharma, Pravin Gandhi,  Smart Start Fund; Kunal Shah,  Sandeep Tandon, Vishal Gondal, & Others",Seed Funding,1000000.0,False,2016-10-04,,,India,South Asia,2016,Oct_2016.csv
AppsDaily,Mumbai,Consumer Internet,"Mobile Phone Theft, Damage Protection platform","Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",Private Equity,3750000.0,False,2016-10-04,,,India,South Asia,2016,Oct_2016.csv
InnerChef,Gurgaon,Consumer Internet,Online food ordering platform,"Mistletoe, M&S Partners",Private Equity,2500000.0,False,2016-10-04,,,India,South Asia,2016,Oct_2016.csv
NetLinx,Hyderabad,Consumer Internet,Internet Service Provider,"Xchange Investors NV, TransGlobal FZC",Private Equity,3000000.0,False,2016-10-04,,,India,South Asia,2016,Oct_2016.csv
UE LifeSciences,Mumbai,Technology,Mobile Health Technology Solutions,"Kiran Mazumdar-Shaw, Unitus Seed Fund",Private Equity,1200000.0,False,2016-10-05,,,India,South Asia,2016,Oct_2016.csv
NeuroSynaptic,Bangalore,Technology,Remote Healthcare Delivery Solutions,"Indian Angel Network, Healthsquad, Axilor Ventures",Private Equity,,False,2016-10-05,,,India,South Asia,2016,Oct_2016.csv
Azuro,Mumbai,Consumer Internet,Rental Property Finder platform,"White Unicorn Ventures, Kae Capital, Mumbai Angels",Private Equity,,False,2016-10-05,,,India,South Asia,2016,Oct_2016.csv
MuhurtMaza,Pune,Consumer Internet,Online Puja Booking Service,Undisclosed Investor,Seed Funding,,False,2016-10-05,,,India,South Asia,2016,Oct_2016.csv
GoZefo,Bangalore,eCommerce,Used Furniture & Appliances Marketplace,"Helion Venture Partners, BeeNext",Private Equity,1050000.0,False,2016-10-06,,,India,South Asia,2016,Oct_2016.csv
Sportido,Noida,Consumer Internet,Sports Discovery platform,Sumpoorna Group,Seed Funding,,False,2016-10-06,,,India,South Asia,2016,Oct_2016.csv
RealBox,Noida,Technology,Data Sciences Platform,Hyderabad Angels,Seed Funding,300000.0,False,2016-10-06,,,India,South Asia,2016,Oct_2016.csv
FindmeaShoe,Bangalore,Consumer Internet,Footwear Recommendation App,Ventureast Fund Advisors,Seed Funding,,False,2016-10-06,,,India,South Asia,2016,Oct_2016.csv
KOOH Sports,Mumbai,Technology,Sports Training & Technology,"HDFC, Faering Capital, Elevate Sports",Private Equity,2200000.0,False,2016-10-07,,,India,South Asia,2016,Oct_2016.csv
Sibia Analytics,Kolkata,Technology,Marketing & Customer Analytics Solutions,Radhakrishnan Natarajan & Others,Seed Funding,,False,2016-10-07,,,India,South Asia,2016,Oct_2016.csv
RayIOT,Bangalore,Technology,Baby Monitoring Devices manufacturer,HAX Accelerator,Seed Funding,100000.0,False,2016-10-07,,,India,South Asia,2016,Oct_2016.csv
Flexiloans,Mumbai,Consumer Internet,Online Funds Raising Platform,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",Private Equity,15000000.0,False,2016-10-07,,,India,South Asia,2016,Oct_2016.csv
Vithi.com,New Delhi,eCommerce,Online Hair Extension etailer,undisclosed investor,Seed Funding,375000.0,False,2016-10-10,,,India,South Asia,2016,Oct_2016.csv
Yupp TV,Bangalore,Consumer Internet,Internet-based TV streaming service provider,Emerald Media,Private Equity,50000000.0,False,2016-10-11,,,India,South Asia,2016,Oct_2016.csv
Deyor Camps,Gurgaon,Consumer Internet,Branded Camping location Aggregator,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",Seed Funding,500000.0,False,2016-10-11,,,India,South Asia,2016,Oct_2016.csv
ZipLoan,New Delhi,Consumer Internet,online lending platform,"GrowX Ventures, Sunil Kalra, Arun Venkatachalam,  Badal Malick",Seed Funding,,False,2016-10-12,,,India,South Asia,2016,Oct_2016.csv
FabAlley,Noida,ecommerce,online fashion brand store,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",Private Equity,2000000.0,False,2016-10-13,,,India,South Asia,2016,Oct_2016.csv
Shoekonnect,Agra,eCommerce,B2B Marketplace for Shoes,Indian Angel Network,Seed Funding,,False,2016-10-13,,,India,South Asia,2016,Oct_2016.csv
Maya,Bangalore,Consumer Internet,Womens Health Tracker App,Rajan Anandan,Seed Funding,,False,2016-10-13,,,India,South Asia,2016,Oct_2016.csv
RoboVac,Ahmedabad,Technology,waterless car washing solution,Virendra Patel,Seed Funding,450000.0,False,2016-10-13,,,India,South Asia,2016,Oct_2016.csv
BeatRoute,Gurgaon,Technology,SAAS based mobile application platform,Quarizon Consultancy Services LLP,Seed Funding,,False,2016-10-14,,,India,South Asia,2016,Oct_2016.csv
Newspatrolling,New Delhi,Consumer Internet,Online News portal,Undisclosed,Seed Funding,25000.0,False,2016-10-14,,,India,South Asia,2016,Oct_2016.csv
Postman,Bangalore,Consumer Internet,API Platform,Nexus Venture Partners,Private Equity,7000000.0,False,2016-10-14,,,India,South Asia,2016,Oct_2016.csv
Isfc,Hyderabad,Finance,Education Sector Lending,Gray Matters Capital,Private Equity,6000000.0,False,2016-10-14,,,India,South Asia,2016,Oct_2016.csv
Kidsstoppress,Mumbai,Consumer Internet,Parenting and Baby care Platform,Karan Bhagat,Seed Funding,,False,2016-10-14,,,India,South Asia,2016,Oct_2016.csv
Innov8,Bangalore,Consumer Internet,Co-Working Spaces aggregator,Punit Soni,Seed Funding,,False,2016-10-14,,,India,South Asia,2016,Oct_2016.csv
DailyHunt,Bangalore,Consumer Internet,Vernacular content mobile app,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,  Falcon Edge",Private Equity,25000000.0,False,2016-10-15,,,India,South Asia,2016,Oct_2016.csv
Tazzo Bikes,Hyderabad,Consumer Internet,Motorbike rental platform,DSG Consumer Partners,Seed Funding,227000.0,False,2016-10-15,,,India,South Asia,2016,Oct_2016.csv
MyKindofJob,Mumbai,Consumer Internet,Internet & Fresher Job platform,"Mayank Shah, Shreyans Shah",Seed Funding,1000000.0,False,2016-10-15,,,India,South Asia,2016,Oct_2016.csv
Rentalpha,Mumbai,Others,equipment rental and leasing company,Bravia Capital,Private Equity,16000000.0,False,2016-10-17,,,India,South Asia,2016,Oct_2016.csv
Yumigo,Gurgaon,Consumer Internet,App based Travel Discovery and Transactions platform,Hemant Sahni,Seed Funding,300000.0,False,2016-10-17,,,India,South Asia,2016,Oct_2016.csv
Rooter,New Delhi,Consumer Internet,Sports Social Network mobile app,"Boman Irani, Dhruv Chitgopekar, Prantik Dasgupta",Seed Funding,,False,2016-10-17,,,India,South Asia,2016,Oct_2016.csv
Trilyo,Bangalore,Technology,B2B SAAS based product,"Vishnu Bhat, Rajiv Lunkad, Naresh Ravindranath",Seed Funding,,False,2016-10-17,,,India,South Asia,2016,Oct_2016.csv
ePathsala,Bangalore,Technology,Cloud based ERP for Accreditation & ICT,"Hyderabad Angels, TLabs",Seed Funding,,False,2016-10-18,,,India,South Asia,2016,Oct_2016.csv
MySUN,Noida,Technology,Solar Energy harnessing products marketplace,General Catalyst Partners,Private Equity,2500000.0,False,2016-10-18,,,India,South Asia,2016,Oct_2016.csv
Coppre,Pune,eCommerce,Copper based items etailer,Ganesh Natarajan,Seed Funding,,False,2016-10-18,,,India,South Asia,2016,Oct_2016.csv
BabyChakra,Mumbai,Consumer Internet,Parenting and Child Care portal,RoundGlass Partners,Private Equity,,False,2016-10-18,,,India,South Asia,2016,Oct_2016.csv
3Dexter,New Delhi,Technology,3D Printing Solutions for Edu space,Newbie Promoters,Seed Funding,150000.0,False,2016-10-18,,,India,South Asia,2016,Oct_2016.csv
Actofit,Mumbai,Technology,Wearable Technology platform & devices,Next Orbit Ventures Fund,Private Equity,750000.0,False,2016-10-19,,,India,South Asia,2016,Oct_2016.csv
Fisdom,Bangalore,Consumer Internet,Personal Wealth Management Platform & App,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",Private Equity,1100000.0,False,2016-10-19,,,India,South Asia,2016,Oct_2016.csv
Furlenco,Bangalore,Consumer Internet,Online Furniture Rental platform,"Lightbox Ventures, Axis Capital & Others",Private Equity,30000000.0,False,2016-10-19,,,India,South Asia,2016,Oct_2016.csv
Hipcask,Mumbai,Consumer Internet,Alcoholic beverage discovery platform,Mobikon,Seed Funding,,False,2016-10-20,,,India,South Asia,2016,Oct_2016.csv
RailYatri,Noida,Consumer Internet,Train Travel Info mobile app,"Helion Ventures, Blume ventures",Private Equity,,False,2016-10-20,,,India,South Asia,2016,Oct_2016.csv
Stayology,Bangalore,Consumer Internet,Stay & Travel related services,Ranjan Pai,Seed Funding,,False,2016-10-20,,,India,South Asia,2016,Oct_2016.csv
ChatOnGo,Mumbai,Consumer Internet,Hyperlocal  Communication Mobile app,Janak Jain,Seed Funding,300000.0,False,2016-10-21,,,India,South Asia,2016,Oct_2016.csv
Wotu,Bangalore,eCommerce,B2B Marketplace for traders,KAE capital,Seed Funding,,False,2016-10-23,,,India,South Asia,2016,Oct_2016.csv
Healthians,Gurgaon,Consumer Internet,Health Test Discovery & Ordering service,BEENEXT,Private Equity,3000000.0,False,2016-10-24,,,India,South Asia,2016,Oct_2016.csv
Box8,Mumbai,Consumer Internet,Online Food Ordering platform/App,"IIFL Seed Ventures Fund, Mayfield Ventures",Private Equity,7500000.0,False,2016-10-24,,,India,South Asia,2016,Oct_2016.csv
Kredx,Bangalore,eCommerce,Invoice discounting marketplace,Sequoia Capital,Private Equity,6000000.0,False,2016-10-25,,,India,South Asia,2016,Oct_2016.csv
CreditMate,Mumbai,Consumer Internet,Credit Report Info platform,India Quotient,Seed Funding,500000.0,False,2016-10-25,,,India,South Asia,2016,Oct_2016.csv
Pickrr,New Delhi,Technology,Courier Logistics & Order management Solutions,Swastika Company Ltd,Seed Funding,,False,2016-10-25,,,India,South Asia,2016,Oct_2016.csv
